sort,id,parent,scheme,context,domain,property,skos_exactMatch,rdfs_comment_en,skos_prefLabel_en,skos_altLabel_en,skos_hiddenLabel_en,skos_prefLabel_de,skos_altLabel_de,skos_prefLabel_fr,skos_altLabel_fr,skos_prefLabel_it,skos_altLabel_it,skos_definition_en
143,http://vocab.performing-arts.ch/mnjzg,http://vocab.performing-arts.ch/mnnvd,False,Work,,,,,street theatre,,,Strassentheater,,théâtre de rue,,teatro di strada,,
144,http://vocab.performing-arts.ch/mnmeq,http://vocab.performing-arts.ch/mnnvd,False,Work,,,,,invisible theatre,,,Unsichtbares Theater,,théâtre invisible,,teatro invisibile,,
145,http://vocab.performing-arts.ch/mnktz,http://vocab.performing-arts.ch/mnnvd,False,Work,,,,,site-specific peformance,environmental theatre,,site-specific peformance,,site-specific peformance,,site-specific peformance,,
146,http://vocab.performing-arts.ch/mnyhs,http://vocab.performing-arts.ch/mnnvd,False,Work,,,,,open-air theatre,,,Freilichttheater,,théâtre en plein air,,teatro all'aperto,,
147,http://vocab.performing-arts.ch/mnzin,http://vocab.performing-arts.ch/mnnvd,False,Work,,,,,therapeutic theatre,drama therapy,,Therapeutisches Theater,Dramatherapie,théâtre thérapeutique,dramathérapie,teatroterapia,drammaterapia,
148,http://vocab.performing-arts.ch/mnbhp,http://vocab.performing-arts.ch/mn,False,Work,,,,,youth,,,Jugend,,jeunesse,,gioventù,,
149,http://vocab.performing-arts.ch/hl,,True,Work,frbroo:F31_Performance,crm:P2_has_type,,,performance type,,,Performance-Art,,type de performance,,tipo di performance,,
150,http://vocab.performing-arts.ch/hlamu,http://vocab.performing-arts.ch/hl,False,Work,,,,,premiere,,,Erstaufführung,,première,,prima,,
151,http://vocab.performing-arts.ch/hlhey,http://vocab.performing-arts.ch/hlamu,False,Work,,,,,world premiere,,,Uraufführung,,première mondiale,,prima mondiale,,
152,http://vocab.performing-arts.ch/hlwdj,http://vocab.performing-arts.ch/hlamu,False,Work,,,,,European premiere,,,Europäische Erstaufführung,,première européenne,,prima europera,,
153,http://vocab.performing-arts.ch/hluxz,http://vocab.performing-arts.ch/hlamu,False,Work,,,,,Swiss premiere,,,Schweizerische Erstaufführung,,première suisse,,prima svizzera,,
154,http://vocab.performing-arts.ch/hlosp,http://vocab.performing-arts.ch/hlamu,False,Work,,,,,German language premiere,,,Deutschsprachige Erstaufführung,,première en allemand,,prima in lingua tedesca,,
155,http://vocab.performing-arts.ch/hlboj,http://vocab.performing-arts.ch/hlamu,False,Work,,,,,French language premiere,,,Französischsprachige Erstaufführung,,première en français,,prima in lingua francese,,
156,http://vocab.performing-arts.ch/hlchl,http://vocab.performing-arts.ch/hlamu,False,Work,,,,,Italian language premiere,,,Italienischsprachige Erstaufführung,,première en italien,,prima in lingua italiana,,
157,http://vocab.performing-arts.ch/hltwd,http://vocab.performing-arts.ch/hl,False,Work,,,,,restaging,,,Neuinszenierung,,nouvelle mise en scène,,nuovo allestimento,nuova messinscena,
158,http://vocab.performing-arts.ch/hlprv,http://vocab.performing-arts.ch/hl,False,Work,,,,,revival,,,Wiederaufnahme,,reprise,,ripresa,,
159,http://vocab.performing-arts.ch/hlepi,http://vocab.performing-arts.ch/hl,False,Work,,,,,guest performance,,,Gastspiel,,spectacle invité,,produzione ospite,,
160,http://vocab.performing-arts.ch/hlyjh,http://vocab.performing-arts.ch/hl,False,Work,,,,,matinee,,,Matinee,,matinée,,matinée,,
161,http://vocab.performing-arts.ch/hlvtx,http://vocab.performing-arts.ch/hl,False,Work,,,,,dernière,,,Dernière,,dernière,,dernière,,
162,http://vocab.performing-arts.ch/dw,,True,Object,crm:E22_Man-Made_Object,crm:P2_has_type,,,object type,,,,,,,,,
163,http://vocab.performing-arts.ch/dwmkn,http://vocab.performing-arts.ch/dw,False,Object,,,,,venue,,,Bühne,,étape,,palco,palcoscenico,
164,http://vocab.performing-arts.ch/dwelq,http://vocab.performing-arts.ch/dw,False,Object,,,,,item,,,Objekt,,objet,,oggetto,,
165,http://vocab.performing-arts.ch/eo,,True,Object,crm:E62_String,crm:P2_has_type,,,note type,,,,,,,,,
166,http://vocab.performing-arts.ch/eoept,http://vocab.performing-arts.ch/eo,False,Object,,,,,description,,,Beschreibung,,description,,descrizione,,
167,http://vocab.performing-arts.ch/eonvd,http://vocab.performing-arts.ch/eo,False,Object,,,,,public note,,,öffentliche Anmerkung,,note publique,,nota pubblica,,
168,http://vocab.performing-arts.ch/eokdx,http://vocab.performing-arts.ch/eo,False,Object,,,,,internal note,,,interner Anmerkung,,note interne,,nota interna,,
169,http://vocab.performing-arts.ch/df,,True,Object,ric:E11_DocumentaryForm,ric:P58_Type,,,documentary form,,,Formen der Dokumentation,,,,forma documentaria,,
170,http://vocab.performing-arts.ch/dflvv,http://vocab.performing-arts.ch/df,False,Object,,,aat:300026031,,document genre,,,Dokumentgattungen,,genre de document,,tipo di documento,,
171,http://vocab.performing-arts.ch/dfhdo,http://vocab.performing-arts.ch/dflvv,False,Object,,,aat:300417623,,dance notation,,,Notation,,notation,,notazione della danza,,
172,http://vocab.performing-arts.ch/dfmyd,http://vocab.performing-arts.ch/dflvv,False,Object,,,aat:300028037,,personal paper,,,persönliche Dokumente ?,,document personnel,,documento personale,,
173,http://vocab.performing-arts.ch/dfwox,http://vocab.performing-arts.ch/dflvv,False,Object,,,aat:300026877,,correspondence,,,Korrespondenz,,correspondance,,corrispondenza,,
174,http://vocab.performing-arts.ch/dfzpy,http://vocab.performing-arts.ch/dflvv,False,Object,,,aat:300027200,,note,,,Notiz,,note,,annotazione,,
175,http://vocab.performing-arts.ch/dfyfs,http://vocab.performing-arts.ch/dflvv,False,Object,,,aat:300027112,,diary,,,Tagebuch,,agenda,,diario,,
176,http://vocab.performing-arts.ch/dfowt,http://vocab.performing-arts.ch/dflvv,False,Object,,,aat:300027568,,invoice,,,Rechnung,,facture,,fattura,,
177,http://vocab.performing-arts.ch/dffop,http://vocab.performing-arts.ch/dflvv,False,Object,,,aat:300026867,,clipping,,,Zeitungsartikel,,article de presse,,articolo di giornale,,
178,http://vocab.performing-arts.ch/dfblx,http://vocab.performing-arts.ch/dflvv,False,Object,,,aat:300249572,,promotional material,,,Promotionsmaterial,,matériel promotionnel,,materiale promozionale,,
179,http://vocab.performing-arts.ch/dfqot,http://vocab.performing-arts.ch/df,False,Object,,,aat:300027221,,poster,,,Plakat,,affiche,,manifesto,poster; locandina,
180,http://vocab.performing-arts.ch/dfzcy,http://vocab.performing-arts.ch/dfqot,False,Object,,,,,institutional poster,,,Hausplakat,,,,poster istituzionale,,
181,http://vocab.performing-arts.ch/dfjoa,http://vocab.performing-arts.ch/dfqot,False,Object,,,,,production poster,,,Stückplakat,,,,poster di produzione,,
182,http://vocab.performing-arts.ch/dffvd,http://vocab.performing-arts.ch/dfqot,False,Object,,,,,schedule poster,,,Spielplanplakat,,,,cartellone,,
183,http://vocab.performing-arts.ch/dfszq,http://vocab.performing-arts.ch/dfqot,False,Object,,,,,program poster,,,Programmplakat,,,,poster del programma,,
184,http://vocab.performing-arts.ch/dfemz,http://vocab.performing-arts.ch/dfqot,False,Object,,,,,season poster,,,Saisonplakat,,,,poster stagionale,,
185,http://vocab.performing-arts.ch/dfnrv,http://vocab.performing-arts.ch/dfqot,False,Object,,,,,event poster,lecture poster,,Veranstaltungsplakat,Vortragsplakat,,,poster dell'evento,,
186,http://vocab.performing-arts.ch/dftws,http://vocab.performing-arts.ch/dfqot,False,Object,,,,,festival poster,,,Festivalplakat,,,,Poster del festival,,
187,http://vocab.performing-arts.ch/dfcbi,http://vocab.performing-arts.ch/dfqot,False,Object,,,,,circus poster,,,Zirkusplakat,,,,Poster del circo,,
188,http://vocab.performing-arts.ch/dfmzh,http://vocab.performing-arts.ch/dfqot,False,Object,,,,,fim poster,,,Filmplakat,,,,Poster del film,,
189,http://vocab.performing-arts.ch/dffci,http://vocab.performing-arts.ch/dfqot,False,Object,,,,,course poster,,,Kursplakat,,,,Poster del corso,,
190,http://vocab.performing-arts.ch/dfeov,http://vocab.performing-arts.ch/dfqot,False,Object,,,,,art poster,,,Kunstplakat,,,,Poster artistico,,
191,http://vocab.performing-arts.ch/dfhmi,http://vocab.performing-arts.ch/dfqot,False,Object,,,,,concert poster,,,Konzertplakat,,,,Poster del concerto,,
192,http://vocab.performing-arts.ch/dfhwk,http://vocab.performing-arts.ch/dfqot,False,Object,,,,,exhibition poster,,,Ausstellungsplakat,,,,Poster della mostra,,
193,http://vocab.performing-arts.ch/dfdui,http://vocab.performing-arts.ch/df,False,Object,,,aat:300046300,,photograph,,,Fotografie,,photographie,,fotografia,,
194,http://vocab.performing-arts.ch/dfrsp,http://vocab.performing-arts.ch/dfdui,False,Object,,,aat:300127173,,negative,,,Negativ (Foto-Negativ),,négatif,,negativo,,
195,http://vocab.performing-arts.ch/dfqrl,http://vocab.performing-arts.ch/dfdui,False,Object,,,aat:300138191,,positive,,,Positiv (Foto-Positiv),,positif,,positivo,,
196,http://vocab.performing-arts.ch/dfeip,http://vocab.performing-arts.ch/df,False,Object,,,,,design,,,Entwurf,,Projet,,progetto,bozza; schizzo,
197,http://vocab.performing-arts.ch/dfrsu,http://vocab.performing-arts.ch/dfeip,False,Object,,,aat:300054190,,stage set design,scenography,,Bühnenbildentwurf,,projet de décor,,scenografia (bozza),,
198,http://vocab.performing-arts.ch/dfecs,http://vocab.performing-arts.ch/dfeip,False,Object,,,aat:300163423,,costume design,,,Kostümentwurf,,projet de costume,,costumi (bozze),,
199,http://vocab.performing-arts.ch/dfrwd,http://vocab.performing-arts.ch/df,False,Object,,,aat:300185711,,object,,,,,objet,,oggetto,,
200,http://vocab.performing-arts.ch/dftng,http://vocab.performing-arts.ch/dfrwd,False,Object,,,,,costume,,,Kostüm,,costume,,costume,,
201,http://vocab.performing-arts.ch/dfvjf,http://vocab.performing-arts.ch/dfrwd,False,Object,,,aat:300251645,,stage accessorie,,,Requisiten (Bühnenzubehör?),,accessoire de scène,,accessorio di scena,,
202,http://vocab.performing-arts.ch/dfuuh,http://vocab.performing-arts.ch/dfrwd,False,Object,,,,,stage model,,,Bühnenbildmodell,,maquette,maquette construite de scène,modello di scenografia,,
203,http://vocab.performing-arts.ch/dfsze,http://vocab.performing-arts.ch/dfrwd,False,Object,,,,,personal object,,,,,object personnel,,oggetto personale,,
204,http://vocab.performing-arts.ch/dfwrq,http://vocab.performing-arts.ch/df,False,Object,,,,,video recording,,,Videoaufzeichnung,,enregistrement vidéo,,registrazione video,,
205,http://vocab.performing-arts.ch/dfdzo,http://vocab.performing-arts.ch/df,False,Object,,,aat:300015617,,sketch,,,Skizze,,esquisse,,schizzo,bozzetto,
206,http://vocab.performing-arts.ch/dfjdc,http://vocab.performing-arts.ch/df,False,Object,,,aat:300033973,,drawing,,,Zeichnung,,dessin,,disegno,,
207,http://vocab.performing-arts.ch/dfkoy,http://vocab.performing-arts.ch/df,False,Object,,,aat:300033618,,painting,,,Gemälde,,peinture,,pittura,,
208,http://vocab.performing-arts.ch/dfpwk,http://vocab.performing-arts.ch/dfkoy,False,Object,,,aat:300181918,,acrylic painting,,,Acrylgemälde,,peinture acrylique,,pittura acrilica,,
209,http://vocab.performing-arts.ch/dfgei,http://vocab.performing-arts.ch/dfkoy,False,Object,,,aat:300033799,,oil painting,,,Ölgemälde,,peinture à l'huile,,pittura a olio,,
210,http://vocab.performing-arts.ch/dfoff,http://vocab.performing-arts.ch/dfkoy,False,Object,,,aat:300078925,,watercolor,,,Aquarell,,aquarelle,,acquarello,,
211,http://vocab.performing-arts.ch/dfdvh,http://vocab.performing-arts.ch/df,False,Object,,,,,miscellaneous,,,Diverses,,diverses,,varie,,
212,http://vocab.performing-arts.ch/fr,,True,Object,crm:E22_Man-Made_Object; ric:E1_Record,crm:P2_has_type; ric:P13_Production_Technique,,,production technique,,,Produktionstechnik,,,,produzione tecnica,,
213,http://vocab.performing-arts.ch/frgzf,http://vocab.performing-arts.ch/fr,False,Object,,,aat:300041273; rdapm:1010,,print,,,Druck,,gravure,estampe,stampa,impressione,
214,http://vocab.performing-arts.ch/frabo,http://vocab.performing-arts.ch/frgzf,False,Object,,,aat:300041567,,original print?,,,Original,,,,originale,,
215,http://vocab.performing-arts.ch/friyp,http://vocab.performing-arts.ch/frgzf,False,Object,,,aat:300178926,,letterpress,,,Buchdruck,,impression en relief typographique,,stampa tipografica,,
216,http://vocab.performing-arts.ch/fracn,http://vocab.performing-arts.ch/frgzf,False,Object,,,aat:300041338,,intaglio print,,,Tiefdruck,,gravure en creux,,incisione,,
217,http://vocab.performing-arts.ch/fragx,http://vocab.performing-arts.ch/frgzf,False,Object,,,aat:300041393,,linocut,,,Linolschnitt,,linogravure,,linoleografia,,
218,http://vocab.performing-arts.ch/frbbo,http://vocab.performing-arts.ch/frgzf,False,Object,,,aat:300041379; rdapm:1007,,lithography,,,Lithografie,Steindruck,lithographie,,litografia,,
219,http://vocab.performing-arts.ch/frhoj,http://vocab.performing-arts.ch/frgzf,False,Object,,,aat:300053279,,offset-printed,,,Offsetdruck,,impression offset,,stampa offset,,
220,http://vocab.performing-arts.ch/frcbt,http://vocab.performing-arts.ch/frgzf,False,Object,,,aat:300178688,,screen print,serigraph,,Siebdruck,,sérigraphie,,serigrafia,,
221,http://vocab.performing-arts.ch/frhui,http://vocab.performing-arts.ch/frgzf,False,Object,,,aat:300312222,,digital print,laser printing?,,Digitaldruck,,,,stampa digitale,,
222,http://vocab.performing-arts.ch/frkub,http://vocab.performing-arts.ch/frhui,False,Object,,,aat:300265621,,inkjet print,,,Tintenstrahldruck,,,,stampa a inchiostro,,
223,http://vocab.performing-arts.ch/frbyr,http://vocab.performing-arts.ch/fr,False,Object,,,,,photography,,,Fotografie,,,,fotografia,,
224,http://vocab.performing-arts.ch/frvrj,http://vocab.performing-arts.ch/frbyr,False,Object,,,aat:300133322,,heliography,Niépceotype; bitumen process,,Heliografie,,,,eliografia,,
225,http://vocab.performing-arts.ch/frbvo,http://vocab.performing-arts.ch/fr,False,Object,,,aat:300154355; rdapm:1003,,collotype,,,Lichtdruck,Kollotypie,collotypie,phototypie,collotipia,,
226,http://vocab.performing-arts.ch/froqj,http://vocab.performing-arts.ch/fr,False,Object,,,aat:300136847; rdapm:1008,,photocopy,,,Fotokopie,,photocopie,,fotocopia,,
227,http://vocab.performing-arts.ch/zj,,True,Object,crm:E22_Man-Made_Object,crm:P45_consists_of,,,material,,,,,,,,,
228,http://vocab.performing-arts.ch/zjkjx,http://vocab.performing-arts.ch/zj,False,Object,,,aat:300011914; rdamat:1045,,wood,,,Holz,,bois,,legno,,
229,http://vocab.performing-arts.ch/zjajf,http://vocab.performing-arts.ch/zj,False,Object,,,aat:300014109; rdamat:1025,,paper,,,Papier,,papier,,carta,,
230,http://vocab.performing-arts.ch/zjagy,http://vocab.performing-arts.ch/zjajf,False,Object,,,aat:300014224; rdamat:1006,,cardboard,,,Karton,,carton,,cartone,,
231,http://vocab.performing-arts.ch/zjyky,http://vocab.performing-arts.ch/zj,False,Object,,,aat:300231565; rdamat:1039,,textile,,,Faserstoff,Textil; Gewebe,textile,,tessuto,,
232,http://vocab.performing-arts.ch/zjjpx,http://vocab.performing-arts.ch/zjyky,False,Object,,,aat:300014067,,cotton,,,Baumwolle,,coton,,cotone,,
233,http://vocab.performing-arts.ch/zjsuw,http://vocab.performing-arts.ch/zjyky,False,Object,,,aat:300243428,,silk,,,Seide,,soie,,seta,,
234,http://vocab.performing-arts.ch/zjdyt,http://vocab.performing-arts.ch/zjyky,False,Object,,,aat:300133711,,velvet,,,Samt,,velours,,velluto,,
235,http://vocab.performing-arts.ch/zjvpd,http://vocab.performing-arts.ch/zj,False,Object,,,aat:300011845; rdamat:1020,,leather,,,Leder,,cuir,,cuoio,pelle,
236,http://vocab.performing-arts.ch/zjwcj,http://vocab.performing-arts.ch/zj,False,Object,,,aat:300010900; rdamat:1022,,metal,,,Metall,,métal,,metallo,,
237,http://vocab.performing-arts.ch/zjujz,http://vocab.performing-arts.ch/zj,False,Object,,,aat:300010797; rdamat:1012,,glass,,,Glas,,verre,,vetro,,
238,http://vocab.performing-arts.ch/zjjoe,http://vocab.performing-arts.ch/zj,False,Object,,,aat:300014570; rdamat:1029,,plastic,,,Kunststoff,,plastique,,plastica,,
239,http://vocab.performing-arts.ch/zjtdg,http://vocab.performing-arts.ch/zj,False,Object,,,aat:300011827,,pearls,,,Perlen,,perles,,perle,,
240,http://vocab.performing-arts.ch/qo,,True,Object,ric:E1_Record,ric:P12_Media_Type,,,media type,,,,,,,,,
241,http://vocab.performing-arts.ch/qofcq,http://vocab.performing-arts.ch/qo,False,Object,,,,,audio,,,,,,,audio,,
242,http://vocab.performing-arts.ch/qoyhc,http://vocab.performing-arts.ch/qo,False,Object,,,,,video,,,,,,,video,,
243,http://vocab.performing-arts.ch/qosaf,http://vocab.performing-arts.ch/qo,False,Object,,,,,computer,,,,,,,computer,,
244,http://vocab.performing-arts.ch/qovqg,http://vocab.performing-arts.ch/qo,False,Object,,,,,unmediated,,,,,,,,,
245,http://vocab.performing-arts.ch/fv,,True,Object,ric:E1_Record,ric:P14_Medium,,,medium,,,,,,,,,
246,http://vocab.performing-arts.ch/fvajf,http://vocab.performing-arts.ch/fv,False,Object,,,aat:300014109,,paper,,,Papier,,papier,,carta,,
247,http://vocab.performing-arts.ch/fvukd,http://vocab.performing-arts.ch/fvajf,False,Object,,,aat:300026816,,postcard,,,Postkarte,,carte postale,,cartolina,,
248,http://vocab.performing-arts.ch/fvese,http://vocab.performing-arts.ch/fv,False,Object,,,aat:300046300,,photographic image,,,Fotografie,,photographie,,fotografia,,
249,http://vocab.performing-arts.ch/fvbrm,http://vocab.performing-arts.ch/fvese,False,Object,,,aat:300127173,,photo negative,,,Fotonegative,,négatif,,negativo (foto),,
250,http://vocab.performing-arts.ch/fvuut,http://vocab.performing-arts.ch/fvese,False,Object,,,aat:300138191,,photo positive,,,Fotopositiv,,positif,,positivo (foto),,
251,http://vocab.performing-arts.ch/fvdex,http://vocab.performing-arts.ch/fvuut,False,Object,,,aat:300127104,,photographic print,,,Abzug (Fotografie),,,,stampa fotografica,,
252,http://vocab.performing-arts.ch/fvmoi,http://vocab.performing-arts.ch/fvuut,False,Object,,,aat:300128371,,slide,,,Diapositiv,Dia,diapositive,,diapositiva,,
253,http://vocab.performing-arts.ch/fvwry,http://vocab.performing-arts.ch/fvuut,False,Object,,,aat:300127169,,contact print,,,Kontaktabzug,,planche-contact,,stampa a contatto,,
254,http://vocab.performing-arts.ch/fvzfk,http://vocab.performing-arts.ch/fv,False,Object,,,aat:300014637,,film,,,Film,,,,pellicola,,
255,http://vocab.performing-arts.ch/fvpso,http://vocab.performing-arts.ch/fvzfk,False,Object,,,,,8mm format,,,8mm Format,,,,formato 8mm,,
256,http://vocab.performing-arts.ch/fvqow,http://vocab.performing-arts.ch/fvpso,False,Object,,,aat:300263859,,8mm,,,8mm,Normal-8,,,8mm,8 millimetri,
257,http://vocab.performing-arts.ch/fvmrk,http://vocab.performing-arts.ch/fvpso,False,Object,,,aat:300263860,,Super 8,,,Super 8,,,,Super 8,,
258,http://vocab.performing-arts.ch/fvhcu,http://vocab.performing-arts.ch/fvzfk,False,Object,,,,,16mm format,,,16mm Format,,,,formato 16mm,,
259,http://vocab.performing-arts.ch/fvvyd,http://vocab.performing-arts.ch/fvhcu,False,Object,,,aat:300263815,,16mm,,,16mm,,,,16mm,16 millimetri,
260,http://vocab.performing-arts.ch/fvhhx,http://vocab.performing-arts.ch/fvhcu,False,Object,,,aat:300264669,,Super 16mm,,,Super 16mm,,,,Super16mm,,
261,http://vocab.performing-arts.ch/fvmdu,http://vocab.performing-arts.ch/fvzfk,False,Object,,,aat:300263816,,35mm,,,35mm,,,,35mm,35 millimetri,
262,http://vocab.performing-arts.ch/fvgye,http://vocab.performing-arts.ch/fv,False,Object,,,aat:300028643,,phonograph record,,,Schallplatte,,disque (phonographique),,disco ,vinile,
263,http://vocab.performing-arts.ch/fvmql,http://vocab.performing-arts.ch/fvgye,False,Object,,,aat:300265800,,45 rpm record,,,,,,,45 giri,,
264,http://vocab.performing-arts.ch/fvrpy,http://vocab.performing-arts.ch/fvgye,False,Object,,,aat:300265790,,78 rpm record,,,,,,,78 giri,,
265,http://vocab.performing-arts.ch/fvyxa,http://vocab.performing-arts.ch/fvgye,False,Object,,,aat:300265802,,long-playing record,,,,,,,33 giri,LP,
266,http://vocab.performing-arts.ch/fvdie,http://vocab.performing-arts.ch/fv,False,Object,,,,,magnetic disc,,,,,,,disco magnetico,,
267,http://vocab.performing-arts.ch/fvkmy,http://vocab.performing-arts.ch/fvdie,False,Object,,,aat:300028553,,floppy disk,,,,,,,floppy disk,,
268,http://vocab.performing-arts.ch/fvhcz,http://vocab.performing-arts.ch/fvkmy,False,Object,,,,,"8"" floppy",,,,,,,floppy disk 8 pollici,,
269,http://vocab.performing-arts.ch/fvulp,http://vocab.performing-arts.ch/fvkmy,False,Object,,,,,"5""1/4 floppy",,,,,,,floppy disk 5 1/4 pollici,,
270,http://vocab.performing-arts.ch/fvlyj,http://vocab.performing-arts.ch/fvkmy,False,Object,,,,,"3""1/2 floppy",,,,,,,floppy disk 3 1/2 pollici,,
271,http://vocab.performing-arts.ch/fvhuq,http://vocab.performing-arts.ch/fvdie,False,Object,,,,,MiniDisc,,,,,,,MiniDisc,MD,
272,http://vocab.performing-arts.ch/fvodj,http://vocab.performing-arts.ch/fv,False,Object,,,,,magnetic tape,,,Magnetband,,,,banda magnetica,,
273,http://vocab.performing-arts.ch/fvtfa,http://vocab.performing-arts.ch/fvodj,False,Object,,,aat:300417312,,open reel audiotape,,,Open Reel Audio Tape,,,,registrazione a bobina aperta,,
274,http://vocab.performing-arts.ch/fvzxp,http://vocab.performing-arts.ch/fvodj,False,Object,,,aat:300028661,,audio cassette,,,Audiokassette,,,,musicassetta,audiocassetta,
275,http://vocab.performing-arts.ch/fvpln,http://vocab.performing-arts.ch/fvzxp,False,Object,,,,,Compact Cassette,Compact Audio Cassette; CAC,,Kompaktkassette,,cassette audio,,musicassetta,,
276,http://vocab.performing-arts.ch/fvicw,http://vocab.performing-arts.ch/fvzxp,False,Object,,,,,DCC,Digital Compact Cassette,,DCC,,,,DCC,,
277,http://vocab.performing-arts.ch/fvlyk,http://vocab.performing-arts.ch/fvzxp,False,Object,,,,,DAT,Digital Audio Tape,,DAT,,,,DAT,,
278,http://vocab.performing-arts.ch/fvlvi,http://vocab.performing-arts.ch/fvodj,False,Object,,,,,open reel videotape,,,,,,,video a bobina aperta,,
279,http://vocab.performing-arts.ch/fvrtb,http://vocab.performing-arts.ch/fvlvi,False,Object,,,wd:Q209020,,"1"" Type C",,,"1"" Type C",,,,1 pollice standard C,,
280,http://vocab.performing-arts.ch/fvkyo,http://vocab.performing-arts.ch/fvlvi,False,Object,,,,,"1/2"" open reel",,,"1/2"" Open Reel",,,,1/2 pollice bobina aperta,,
281,http://vocab.performing-arts.ch/fvevf,http://vocab.performing-arts.ch/fvlvi,False,Object,,,,,"2"" Quad",,,"2"" Quad",,,,2 pollici Quad,,
282,http://vocab.performing-arts.ch/fverx,http://vocab.performing-arts.ch/fvodj,False,Object,,,aat:300028692,,video cassette,,,Videokassette,,,,videocassetta,,
283,http://vocab.performing-arts.ch/fvskn,http://vocab.performing-arts.ch/fverx,False,Object,,,rdavf:1014,,U-matic,,,U-matic,,,,U-matic,,
284,http://vocab.performing-arts.ch/fvxpt,http://vocab.performing-arts.ch/fvskn,False,Object,,,,,"U-matic 1/2""",,,"U-matic 1/2""",,,,"U-matic 1/2""",,
285,http://vocab.performing-arts.ch/fvfws,http://vocab.performing-arts.ch/fvskn,False,Object,,,,,"U-matic 3/4""",,,"U-matic 3/4""",,,,"U-matic 3/4""",,
286,http://vocab.performing-arts.ch/fvuhk,http://vocab.performing-arts.ch/fvskn,False,Object,,,,,"U-matic 3/4"" SP",,,"U-matic 3/4"" SP",,,,"U-matic 3/4"" SP",,
287,http://vocab.performing-arts.ch/fveny,http://vocab.performing-arts.ch/fvskn,False,Object,,,,,U-matic HB,,,U-matic HB,,,,U-matic HB,,
288,http://vocab.performing-arts.ch/fvhiw,http://vocab.performing-arts.ch/fverx,False,Object,,,aat:300404417; rdavf:1001,,Betamax,,,Betamax,,,,Betamax,,
289,http://vocab.performing-arts.ch/fvgwb,http://vocab.performing-arts.ch/fverx,False,Object,,,,,Video 2000,,,Video 2000,,,,Video 2000,,
290,http://vocab.performing-arts.ch/fvoda,http://vocab.performing-arts.ch/fverx,False,Object,,,,,VHS format,,,VHS Format,,,,formato VHS,,
291,http://vocab.performing-arts.ch/fvywh,http://vocab.performing-arts.ch/fvoda,False,Object,,,aat:300264683; rdavf:1015,,VHS,,,VHS,,,,VHS,,
292,http://vocab.performing-arts.ch/fvlxb,http://vocab.performing-arts.ch/fvoda,False,Object,,,,,VHS-C,,,VHS-C,,,,VHS-C,,
293,http://vocab.performing-arts.ch/fvviy,http://vocab.performing-arts.ch/fvoda,False,Object,,,aat:300264684; rdavf:1012,,S-VHS,Super VHS,,S-VHS,,,,S-VHS,,
294,http://vocab.performing-arts.ch/fvjej,http://vocab.performing-arts.ch/fvoda,False,Object,,,,,S-VHS-C,Super VHS-C,,S-VHS-C,,,,S-VHS-C,,
295,http://vocab.performing-arts.ch/fvpco,http://vocab.performing-arts.ch/fvoda,False,Object,,,,,D-VHS,Digital VHS,,D-VHS,,,,D-VHS,,
296,http://vocab.performing-arts.ch/fvunk,http://vocab.performing-arts.ch/fverx,False,Object,,,rdavf:1007,,8mm format,,,8mm Format,,,,formato 8mm,,
297,http://vocab.performing-arts.ch/fvxdz,http://vocab.performing-arts.ch/fvunk,False,Object,,,,,Video8,,,Video8,,,,Video8,,
298,http://vocab.performing-arts.ch/fvjbs,http://vocab.performing-arts.ch/fvunk,False,Object,,,rdavf:1008,,Hi8,Hi-8-mm,,Hi8,,,,Hi8,,
299,http://vocab.performing-arts.ch/fvpro,http://vocab.performing-arts.ch/fvunk,False,Object,,,,,Digital 8,,,Digital 8,,,,Digital 8,,
300,http://vocab.performing-arts.ch/fvpmq,http://vocab.performing-arts.ch/fverx,False,Object,,,,,DV,,,DV,,,,DV,,
301,http://vocab.performing-arts.ch/fvecx,http://vocab.performing-arts.ch/fvpmq,False,Object,,,aat:300264690,,MiniDV,Mini-DV,,MiniDV,,,,MiniDV,,
302,http://vocab.performing-arts.ch/fvvax,http://vocab.performing-arts.ch/fvpmq,False,Object,,,,,DVCAM,,,DVCAM,,,,DVCAM,,
303,http://vocab.performing-arts.ch/fvmoe,http://vocab.performing-arts.ch/fvpmq,False,Object,,,,,DVCPro,,,DVCPro,,,,DVCPro,,
304,http://vocab.performing-arts.ch/fvidn,http://vocab.performing-arts.ch/fvpmq,False,Object,,,,,HDV,,,HDV,,,,HDV,,
305,http://vocab.performing-arts.ch/fvjtf,http://vocab.performing-arts.ch/fverx,False,Object,,,aat:300264686; rdavf:1002,,Betacam,,,Betacam,,,,Betacam,,
306,http://vocab.performing-arts.ch/fvhxo,http://vocab.performing-arts.ch/fvjtf,False,Object,,,aat:300264687; rdavf:1016,,BetacamSP,Beta SP,,BetacamSP,,,,BetacamSP,,
307,http://vocab.performing-arts.ch/fvvnm,http://vocab.performing-arts.ch/fvjtf,False,Object,,,,,BetacamSX,,,BetacamSX,,,,BetacamSX,,
308,http://vocab.performing-arts.ch/fvqle,http://vocab.performing-arts.ch/fvjtf,False,Object,,,aat:300264688,,Digital Betacam,Digi Beta,,Digital Betacam,,,,Digital Betacam,,
309,http://vocab.performing-arts.ch/fvzrb,http://vocab.performing-arts.ch/fverx,False,Object,,,rdavf:1005,,D2,,,D2,,,,D2,,
